trial,response,stimFile,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,text_3.started,text_3.stopped,sound_p.started,sound_p.stopped,fixation.started,fixation.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,sound_1.started,sound_1.stopped,fix.started,fix.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_4.started,text_4.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,key_resp_2.rt,text_5.started,text_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7,nogo,silent.wav,1,6,14,6,,,,,,,,,142.3892360599246,142.38414880004711,142.38414880004711,142.38414880004711,None,,142.38414880004711,143.8891462001484,,,,,,,,,,,,,,,,,,,,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
5,nogo,silent.wav,1,7,15,4,,,,,,,,,144.40593736008742,144.39958530012518,144.39958530012518,144.39958530012518,None,,144.39958530012518,145.9055370001588,,,,,,,,,,,,,,,,,,,,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
,,,,,,,,,,,,,,,,,,,,,,,146.40612730011344,None,space,10.216372000053525,146.40612730011344,None,,,,,,,,,,,,,,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
4,go,piano_min50db.wav,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,156.67256849007683,None,156.66744170011953,None,None,156.66744170011953,158.17225760011934,158.68355940002948,None,0.0,4.409971399931237,158.68355940002948,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
8,nogo,silent.wav,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,163.10692236009055,None,163.0977356999647,None,None,163.0977356999647,164.60602589999326,165.13053070008755,None,0.0,1.4235747000202537,165.13053070008755,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
3,go,piano_min40db.wav,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,166.55925083006733,None,166.56426519993693,None,None,166.56426519993693,168.07226340007037,168.57907750015147,None,1.0,1.1825623998884112,168.57907750015147,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
6,nogo,silent.wav,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,169.7740804300178,None,169.78065000008792,None,None,169.78065000008792,171.2894941000268,171.8013635999523,None,-0.0,1.294397999998182,171.8013635999523,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
1,go,piano_min20db.wav,,,,,0,4,4,0,,,,,,,,,,,,,,,,,,,173.10775673002937,None,173.1132545999717,None,space,173.1132545999717,None,174.53507380001247,None,2.0,3.1753525000531226,174.53507380001247,None,1.3814242999069393,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
7,nogo,silent.wav,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,177.7240070301108,None,177.73114580009133,None,None,177.73114580009133,179.23921440006234,179.75071189994924,None,0.0,0.979174500098452,179.75071189994924,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
2,go,piano_min30db.wav,,,,,0,6,6,1,,,,,,,,,,,,,,,,,,,180.7411688299384,None,180.74738760013133,None,space,180.74738760013133,None,181.7194068999961,None,2.0,2.3415715999435633,181.7194068999961,None,0.9311207002028823,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
5,nogo,silent.wav,,,,,0,7,7,4,,,,,,,,,,,,,,,,,,,184.0739833301399,None,184.08060220000334,None,None,184.08060220000334,185.5893306999933,186.10317520005628,None,0.0,0.976722199935466,186.10317520005628,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
3,go,piano_min40db.wav,,,,,1,0,8,2,,,,,,,,,,,,,,,,,,,187.09098892994226,None,187.0972110000439,None,space,187.0972110000439,None,188.4567394000478,None,1.0,0.9750776998698711,188.4567394000478,None,1.3173018998932093,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
8,nogo,silent.wav,,,,,1,1,9,7,,,,,,,,,,,,,,,,,,,189.44220052994788,None,189.44786130008288,None,None,189.44786130008288,190.95558000006713,191.4632407000754,None,-0.0,1.2992825999390334,191.4632407000754,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
2,go,piano_min30db.wav,,,,,1,2,10,1,,,,,,,,,,,,,,,,,,,192.774512929935,None,192.78099530003965,None,space,192.78099530003965,None,193.99887960008346,None,1.0,1.4505404001101851,193.99887960008346,None,1.1857416999991983,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
6,nogo,silent.wav,,,,,1,3,11,5,,,,,,,,,,,,,,,,,,,195.4798177601304,None,195.47283600014634,None,None,195.47283600014634,196.9724208000116,197.48464890010655,None,-0.0,0.8128241000231355,197.48464890010655,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
4,go,piano_min50db.wav,,,,,1,4,12,3,,,,,,,,,,,,,,,,,,,198.30754412999377,None,198.3144736001268,None,space,198.3144736001268,None,199.77253059996292,None,1.0,1.2903863999526948,199.77253059996292,None,1.4120153000112623,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
5,nogo,silent.wav,,,,,1,5,13,4,,,,,,,,,,,,,,,,,,,201.09060206003488,None,201.08134960010648,None,None,201.08134960010648,202.58908820012584,203.09810980013572,None,-0.0,0.7294105000328273,203.09810980013572,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
7,nogo,silent.wav,,,,,1,6,14,6,,,,,,,,,,,,,,,,,,,203.84071212993004,None,203.8468166999519,None,None,203.8468166999519,205.35563310002908,205.86700109997764,None,0.0,0.7775183999910951,205.86700109997764,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
1,go,piano_min20db.wav,,,,,1,7,15,0,,,,,,,,,,,,,,,,,,,206.67089323010296,None,206.6758954001125,None,space,206.6758954001125,None,207.823204100132,None,3.0,1.0240694000385702,207.823204100132,None,1.0987607999704778,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
1,go,piano_min20db.wav,,,,,2,0,16,0,,,,,,,,,,,,,,,,,,,208.85756743010134,None,208.86422660015523,None,space,208.86422660015523,None,209.88259209995158,None,3.0,0.7785798998083919,209.88259209995158,None,0.9903518001083285,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
7,nogo,silent.wav,,,,,2,1,17,6,,,,,,,,,,,,,,,,,,,210.69122396009044,None,210.68160090013407,None,None,210.68160090013407,212.189302300103,212.70081420009956,None,-0.0,0.9967673001810908,212.70081420009956,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
6,nogo,silent.wav,,,,,2,2,18,5,,,,,,,,,,,,,,,,,,,213.70857333005407,None,213.71429560007527,None,None,213.71429560007527,215.22268410003744,215.72902079997584,None,-0.0,0.9662015999201685,215.72902079997584,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
5,nogo,silent.wav,,,,,2,3,19,4,,,,,,,,,,,,,,,,,,,216.72050773012452,218.72237430000678,216.72560609993525,None,None,216.72560609993525,218.2391554999631,218.74966940004379,None,0.0,0.6971477000042796,218.74966940004379,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
4,go,piano_min50db.wav,,,,,2,4,20,3,,,,,,,,,,,,,,,,,,,219.4580043301452,None,219.46356860012747,None,space,219.46356860012747,None,220.87572380015627,None,1.0,0.7891410999000072,220.87572380015627,None,1.3669756997842342,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
2,go,piano_min30db.wav,,,,,2,5,21,1,,,,,,,,,,,,,,,,,,,221.69142526010984,None,221.68193730013445,None,space,221.68193730013445,None,222.87235000007786,None,2.0,0.8397943999152631,222.87235000007786,None,1.1486345001030713,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
8,nogo,silent.wav,,,,,2,6,22,7,,,,,,,,,,,,,,,,,,,223.7242070300039,None,223.730773499934,None,None,223.730773499934,225.2392309999559,225.74659939995036,None,-0.0,0.9504519000183791,225.74659939995036,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
3,go,piano_min40db.wav,,,,,2,7,23,2,,,,,,,,,,,,,,,,,,,226.70751153011807,None,226.7143644001335,None,space,226.7143644001335,None,227.70845669996925,None,1.0,0.9247929002158344,227.70845669996925,None,0.9481197998393327,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
7,nogo,silent.wav,,,,,3,0,24,6,,,,,,,,,,,,,,,,,,,228.64119163001888,None,228.64749190001749,None,None,228.64749190001749,230.15554150007665,230.6796021000482,None,-0.0,0.8074756001587957,230.6796021000482,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
2,go,piano_min30db.wav,,,,,3,1,25,1,,,,,,,,,,,,,,,,,,,231.49082512999885,None,231.49727960000746,None,space,231.49727960000746,None,232.49076459999196,None,1.0,0.8746118999551982,232.49076459999196,None,0.9493728999514133,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
5,nogo,silent.wav,,,,,3,2,26,4,,,,,,,,,,,,,,,,,,,233.37431573015638,None,233.38090230012313,None,None,233.38090230012313,234.8891813000664,235.40019890014082,None,-0.0,0.7473581000231206,235.40019890014082,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
1,go,piano_min20db.wav,,,,,3,3,27,0,,,,,,,,,,,,,,,,,,,236.1575630301144,None,236.16295270016417,None,space,236.16295270016417,None,237.05491750012152,None,3.0,0.7583792000077665,237.05491750012152,None,0.859714400023222,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
6,nogo,silent.wav,,,,,3,4,28,5,,,,,,,,,,,,,,,,,,,237.82422783002258,None,237.8308411000762,None,None,237.8308411000762,239.3392527999822,239.85031790006906,None,0.0,1.0793355000205338,239.85031790006906,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
8,nogo,silent.wav,,,,,3,5,29,7,,,,,,,,,,,,,,,,,,,240.94094343003817,None,240.94753590016626,None,None,240.94753590016626,242.45587230008096,242.96600549994037,None,0.0,0.5793586999643594,242.96600549994037,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
3,go,piano_min40db.wav,,,,,3,6,30,2,,,,,,,,,,,,,,,,,,,243.57429016004318,None,243.56504909996875,None,space,243.56504909996875,None,244.92075880011544,None,1.0,0.709201900055632,244.92075880011544,None,1.3134345000144094,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
4,go,piano_min50db.wav,,,,,3,7,31,3,,,,,,,,,,,,,,,,,,,245.6418927301187,None,245.6479959001299,None,None,245.6479959001299,247.1556033999659,247.67281220015138,None,0.0,0.6273262000177056,247.67281220015138,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
6,nogo,silent.wav,,,,,4,0,32,5,,,,,,,,,,,,,,,,,,,248.30764602995478,None,248.31346149998717,None,None,248.31346149998717,249.82246259995736,250.33507580007426,None,0.0,0.5110549998935312,250.33507580007426,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
7,nogo,silent.wav,,,,,4,1,33,6,,,,,,,,,,,,,,,,,,,250.86012493013405,None,250.86642310000025,None,None,250.86642310000025,252.37254970008507,252.8847284000367,None,0.0,0.8272765001747757,252.8847284000367,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
1,go,piano_min20db.wav,,,,,4,2,34,0,,,,,,,,,,,,,,,,,,,253.75388726005332,None,253.74402280012146,None,space,253.74402280012146,None,254.75667780009098,None,3.0,0.7904795999638736,254.75667780009098,None,0.9744774999562651,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
2,go,piano_min30db.wav,,,,,4,3,35,1,,,,,,,,,,,,,,,,,,,255.55780893014744,None,255.56358560011722,None,space,255.56358560011722,None,256.8205591000151,None,2.0,0.8743076000828296,256.8205591000151,None,1.2190272000152618,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
8,nogo,silent.wav,,,,,4,4,36,7,,,,,,,,,,,,,,,,,,,257.7078477301169,None,257.71414820011705,None,None,257.71414820011705,259.22259250003844,259.73376070009544,None,0.0,0.563067700015381,259.73376070009544,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
4,go,piano_min50db.wav,,,,,4,5,37,3,,,,,,,,,,,,,,,,,,,260.3370365600101,None,260.33428620011546,None,space,260.33428620011546,None,261.490042099962,None,1.0,0.7038225000724196,261.490042099962,None,1.1203974999953061,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
5,nogo,silent.wav,,,,,4,6,38,4,,,,,,,,,,,,,,,,,,,262.2241463600192,None,262.22268170001917,None,None,262.22268170001917,263.72268020012416,264.2350192000158,None,-0.0,1.011401099851355,264.2350192000158,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
3,go,piano_min40db.wav,,,,,4,7,39,2,,,,,,,,,,,,,,,,,,,265.25783242993055,None,265.26486860006116,None,space,265.26486860006116,None,266.1828525001183,None,1.0,0.5289670000784099,266.1828525001183,None,0.8775866001378745,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
7,nogo,silent.wav,,,,,5,0,40,6,,,,,,,,,,,,,,,,,,,266.7253097301349,None,266.73135469993576,None,None,266.73135469993576,268.2392307999544,268.75077369995415,None,0.0,0.5788646000437438,268.75077369995415,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
5,nogo,silent.wav,,,,,5,1,41,4,,,,,,,,,,,,,,,,,,,269.3409305299632,None,269.3476462000981,None,None,269.3476462000981,270.8557104000356,271.3631484999787,None,0.0,0.6497082998976111,271.3631484999787,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
4,go,piano_min50db.wav,,,,,5,2,42,3,,,,,,,,,,,,,,,,,,,272.0249355301261,None,272.030911100097,None,space,272.030911100097,None,273.36426410009153,None,1.0,0.6297335000708699,273.36426410009153,None,1.2955259999725968,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
2,go,piano_min30db.wav,,,,,5,3,43,1,,,,,,,,,,,,,,,,,,,274.02069212994536,None,274.02586270007305,None,space,274.02586270007305,None,275.4207475001458,None,2.0,0.6737499001901597,275.4207475001458,None,1.348719900008291,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
1,go,piano_min20db.wav,,,,,5,4,44,0,,,,,,,,,,,,,,,,,,,276.10755313010884,None,276.11296910000965,None,space,276.11296910000965,None,277.13113510003313,None,3.0,0.5296378000639379,277.13113510003313,None,0.9894063998945057,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
3,go,piano_min40db.wav,,,,,5,5,45,2,,,,,,,,,,,,,,,,,,,277.68757973015306,279.68932500015944,277.69197429995984,None,None,277.69197429995984,279.2057612000499,279.7168042000849,None,1.0,0.6468605000991374,279.7168042000849,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
8,nogo,silent.wav,,,,,5,6,46,7,,,,,,,,,,,,,,,,,,,280.3739654299337,None,280.38050379999913,None,None,280.38050379999913,281.8888857001439,282.4024459000211,None,0.0,1.993720700033009,282.4024459000211,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
6,nogo,silent.wav,,,,,5,7,47,5,,,,,,,,,,,,,,,,,,,284.4077531300485,None,284.4133304001298,None,None,284.4133304001298,285.9222522000782,286.43510200013407,None,0.0,0.5457547002006322,286.43510200013407,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
4,go,piano_min50db.wav,,,,,6,0,48,3,,,,,,,,,,,,,,,,,,,286.9922689300496,None,286.9983499001246,None,space,286.9983499001246,None,288.03837010008283,None,1.0,0.8086826000362635,288.03837010008283,None,1.00016999989748,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
6,nogo,silent.wav,,,,,6,1,49,5,,,,,,,,,,,,,,,,,,,288.85830212999133,None,288.86365860002115,None,None,288.86365860002115,290.3724875000771,290.8851227001287,None,0.0,0.577769799856469,290.8851227001287,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
1,go,piano_min20db.wav,,,,,6,2,50,0,,,,,,,,,,,,,,,,,,,291.4873657299671,None,291.49233669997193,None,space,291.49233669997193,None,292.4207429001108,None,3.0,0.7091510999016464,292.4207429001108,None,0.8902045998256654,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
3,go,piano_min40db.wav,,,,,6,3,51,2,,,,,,,,,,,,,,,,,,,293.14208592996,None,293.1482770999428,None,space,293.1482770999428,None,294.220681700157,None,1.0,0.6264959000982344,294.220681700157,None,1.042303399881348,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
7,nogo,silent.wav,,,,,6,4,52,6,,,,,,,,,,,,,,,,,,,294.8580316301435,None,294.86484799999744,None,None,294.86484799999744,296.3724742999766,296.8808691999875,None,0.0,0.6152321000117809,296.8808691999875,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
2,go,piano_min30db.wav,,,,,6,5,53,1,,,,,,,,,,,,,,,,,,,297.5076577301137,None,297.5146137000993,None,space,297.5146137000993,None,298.5699342000298,None,1.0,0.6913437999319285,298.5699342000298,None,1.0119000999256968,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
5,nogo,silent.wav,,,,,6,6,54,4,,,,,,,,,,,,,,,,,,,299.27428873009046,None,299.28117690002546,None,None,299.28117690002546,300.789120899979,301.3024770000484,None,0.0,0.53560970001854,301.3024770000484,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
8,nogo,silent.wav,,,,,6,7,55,7,,,,,,,,,,,,,,,,,,,301.84693323015233,None,301.8517744001001,None,None,301.8517744001001,303.35628199996427,303.8693864000961,None,-0.0,0.5771957999095321,303.8693864000961,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
5,nogo,silent.wav,,,,,7,0,56,4,,,,,,,,,,,,,,,,,,,304.45872343014923,None,304.46434690011665,None,None,304.46434690011665,305.97233320004307,306.4861769999843,None,-0.0,0.4597081998363137,306.4861769999843,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
7,nogo,silent.wav,,,,,7,1,57,6,,,,,,,,,,,,,,,,,,,306.9708999300841,308.97264480008744,306.9757596999407,None,None,306.9757596999407,308.4893505999353,309.00100739998743,None,-0.0,0.6283525999169797,309.00100739998743,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
4,go,piano_min50db.wav,,,,,7,2,58,3,,,,,,,,,,,,,,,,,,,309.6413610301446,None,309.6476029001642,None,space,309.6476029001642,None,311.07823790004477,None,1.0,0.5233948000241071,311.07823790004477,None,1.3909771000035107,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
2,go,piano_min30db.wav,,,,,7,3,59,1,,,,,,,,,,,,,,,,,,,311.6081151299644,None,311.61472840001807,None,space,311.61472840001807,None,312.76883830013685,None,2.0,0.5589734001550823,312.76883830013685,None,1.119943399913609,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
1,go,piano_min20db.wav,,,,,7,4,60,0,,,,,,,,,,,,,,,,,,,313.34089732994323,None,313.34646240016446,None,space,313.34646240016446,None,314.4830185000319,None,3.0,0.9126989000942558,314.4830185000319,None,1.099990800023079,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
3,go,piano_min40db.wav,,,,,7,5,61,2,,,,,,,,,,,,,,,,,,,315.4077802301384,None,315.41443420015275,None,space,315.41443420015275,None,316.4656166001223,None,1.0,0.5287364001851529,316.4656166001223,None,1.016092199832201,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
8,nogo,silent.wav,,,,,7,6,62,7,,,,,,,,,,,,,,,,,,,317.00767172998746,None,317.0143777001649,None,None,317.0143777001649,318.52236400009133,319.0337565999944,None,0.0,0.44689899985678494,319.0337565999944,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
6,nogo,silent.wav,,,,,7,7,63,5,,,,,,,,,,,,,,,,,,,319.49092733007853,None,319.4969297000207,None,None,319.4969297000207,321.00593170011416,321.51382650015876,None,0.0,0.9325739999767393,321.51382650015876,None,,,,005,001,2021_Dec_01_1438,psychophysicsHKA,2021.2.3,59.97184915324962,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.45697550009936,None,,,,,,,
