trial,response,stimFile,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,text_3.started,text_3.stopped,sound_p.started,sound_p.stopped,fixation.started,fixation.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,sound_1.started,sound_1.stopped,fix.started,fix.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_4.started,text_4.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_5.started,text_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
3,go,piano_min40db.wav,1,2,10,2,,,,,,,,,74.57526007990819,None,74.5818481000606,None,space,1.0189519999548793,74.5818481000606,None,,,,,,,,,,,,,,,,,,,,,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
7,nogo,silent.wav,1,3,11,6,,,,,,,,,75.64238465991804,77.64225040003657,75.64373510004953,None,None,,75.64373510004953,77.15876180003397,,,,,,,,,,,,,,,,,,,,,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
5,nogo,silent.wav,1,4,12,4,,,,,,,,,77.67556456006133,None,77.67259199987166,77.67259199987166,None,,77.67259199987166,79.1755810000468,,,,,,,,,,,,,,,,,,,,,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
2,go,piano_min30db.wav,1,5,13,1,,,,,,,,,79.69242235990242,79.69730450003408,79.69730450003408,79.69730450003408,space,0.8636729998979717,79.69730450003408,None,,,,,,,,,,,,,,,,,,,,,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
6,nogo,silent.wav,1,6,14,5,,,,,,,,,80.60885366001168,None,80.60989769990556,None,None,,80.60989769990556,82.12544169998728,,,,,,,,,,,,,,,,,,,,,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
8,nogo,silent.wav,1,7,15,7,,,,,,,,,82.6261173600331,84.62552009988576,82.62685570004396,82.62685570004396,None,,82.62685570004396,84.14222320006229,,,,,,,,,,,,,,,,,,,,,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
,,,,,,,,,,,,,,,,,,,,,,,84.6440289998427,None,space,12.268668500008062,84.6440289998427,None,,,,,,,,,,,,,,,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
2,go,piano_min30db.wav,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,96.99174252003432,None,96.98584980005398,None,space,1.0788849000819027,96.98584980005398,None,98.13465879997239,None,4.0,4.250748299993575,98.13465879997239,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
4,go,piano_min50db.wav,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,102.37727957984899,None,102.38466549990699,None,space,1.3441320999991149,102.38466549990699,None,103.78504369989969,None,1.0,1.6844323000404984,103.78504369989969,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
8,nogo,silent.wav,,,,,0,2,2,7,,,,,,,,,,,,,,,,,,,105.47714897987899,None,105.48359419987537,None,None,,105.48359419987537,106.99244069983251,107.51471220003441,None,0.0,1.6044700001366436,107.51471220003441,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
3,go,piano_min40db.wav,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,109.12761058004108,None,109.13310840004124,None,space,1.0277156000956893,109.13310840004124,None,110.2132663000375,None,2.0,1.3680716999806464,110.2132663000375,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
5,nogo,silent.wav,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,111.59392768002581,None,111.60025809984654,None,None,,111.60025809984654,113.10921339993365,113.62628989992663,None,-0.0,1.1413524001836777,113.62628989992663,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
7,nogo,silent.wav,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,114.77710578006227,None,114.78305039997213,None,None,,114.78305039997213,116.29201449989341,116.81466749985702,None,0.0,1.5891684999223799,116.81466749985702,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
6,nogo,silent.wav,,,,,0,6,6,5,,,,,,,,,,,,,,,,,,,118.41016827987042,None,118.41673549986444,None,None,,118.41673549986444,119.92540930001996,120.45404480001889,None,-0.0,1.2052074000239372,120.45404480001889,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
1,go,piano_min20db.wav,,,,,0,7,7,0,,,,,,,,,,,,,,,,,,,121.66011658005883,None,121.66665060003288,None,space,1.406173000112176,121.66665060003288,None,123.12096949992701,None,4.0,1.5507892000023276,123.12096949992701,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
3,go,piano_min40db.wav,,,,,1,0,8,2,,,,,,,,,,,,,,,,,,,124.67719008002896,None,124.68302279990166,None,space,0.9019349999725819,124.68302279990166,None,125.63471670006402,None,2.0,1.5226642000488937,125.63471670006402,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
7,nogo,silent.wav,,,,,1,1,9,6,,,,,,,,,,,,,,,,,,,127.1600529800402,None,127.16631969995797,None,None,,127.16631969995797,128.675469199894,129.19702899991535,None,-0.0,1.124236400006339,129.19702899991535,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
1,go,piano_min20db.wav,,,,,1,2,10,0,,,,,,,,,,,,,,,,,,,130.32712707992178,None,130.33314369991422,None,space,1.0916452000383288,130.33314369991422,None,131.46785199991427,None,4.0,1.1205177998635918,131.46785199991427,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
5,nogo,silent.wav,,,,,1,3,11,4,,,,,,,,,,,,,,,,,,,132.59410477986094,None,132.60084960004315,None,None,,132.60084960004315,134.10908859991468,134.62663449998945,None,0.0,1.2566593999508768,134.62663449998945,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
6,nogo,silent.wav,,,,,1,4,12,5,,,,,,,,,,,,,,,,,,,135.893476380012,None,135.89972219988704,None,None,,135.89972219988704,137.4090904998593,137.92455290001817,None,-0.0,0.9583266000263393,137.92455290001817,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
8,nogo,silent.wav,,,,,1,5,13,7,,,,,,,,,,,,,,,,,,,138.8936887799995,None,138.899753900012,None,None,,138.899753900012,140.4089895999059,140.92651539994404,None,-0.0,0.6902584999334067,140.92651539994404,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
2,go,piano_min30db.wav,,,,,1,6,14,1,,,,,,,,,,,,,,,,,,,141.62710817994085,None,141.63322889991105,None,space,1.103645300026983,141.63322889991105,None,142.7866751998663,None,4.0,1.2040201001800597,142.7866751998663,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
4,go,piano_min50db.wav,,,,,1,7,15,3,,,,,,,,,,,,,,,,,,,143.99454347996507,None,144.00032099988312,None,space,1.0885939998552203,144.00032099988312,None,145.1334164000582,None,1.0,0.8492829999886453,145.1334164000582,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
1,go,piano_min20db.wav,,,,,2,0,16,0,,,,,,,,,,,,,,,,,,,145.993569779885,None,145.9988726999145,None,space,0.9137505998369306,145.9988726999145,None,146.96643739985302,None,4.0,0.9559603000525385,146.96643739985302,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
7,nogo,silent.wav,,,,,2,1,17,6,,,,,,,,,,,,,,,,,,,147.92858358004597,None,147.93531049997546,None,None,,147.93531049997546,149.4426845998969,149.96464789984748,None,0.0,0.9886648999527097,149.96464789984748,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
2,go,piano_min30db.wav,,,,,2,2,18,1,,,,,,,,,,,,,,,,,,,150.96040288007353,None,150.96704260003753,None,space,1.145781199913472,150.96704260003753,None,152.1633321000263,None,2.0,1.0534099999349564,152.1633321000263,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
4,go,piano_min50db.wav,,,,,2,3,19,3,,,,,,,,,,,,,,,,,,,153.22720298005734,None,153.2331506998744,None,space,0.991521299816668,153.2331506998744,None,154.2688447998371,None,1.0,0.8867756000254303,154.2688447998371,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
3,go,piano_min40db.wav,,,,,2,4,20,2,,,,,,,,,,,,,,,,,,,155.16047028007452,None,155.16594380000606,None,space,0.9948009999934584,155.16594380000606,None,156.2197354999371,None,3.0,1.4048130000010133,156.2197354999371,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
5,nogo,silent.wav,,,,,2,5,21,4,,,,,,,,,,,,,,,,,,,157.62757858003025,None,157.63393729995005,None,None,,157.63393729995005,159.14204139984213,159.65948350005783,None,0.0,1.1244560000486672,159.65948350005783,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
6,nogo,silent.wav,,,,,2,6,22,5,,,,,,,,,,,,,,,,,,,160.79419107988943,None,160.80014629988,None,None,,160.80014629988,162.30881659989245,162.82734119985253,None,0.0,0.6567985999863595,162.82734119985253,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
8,nogo,silent.wav,,,,,2,7,23,7,,,,,,,,,,,,,,,,,,,163.49363368002233,None,163.49953759997152,None,None,,163.49953759997152,165.00909930001944,165.5119996999856,None,-0.0,0.43548139999620616,165.5119996999856,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
5,nogo,silent.wav,,,,,3,0,24,4,,,,,,,,,,,,,,,,,,,165.96058857997414,None,165.96599389985204,None,None,,165.96599389985204,167.47546330001205,167.97930080001242,None,-0.0,0.43450239999219775,167.97930080001242,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
6,nogo,silent.wav,,,,,3,1,25,5,,,,,,,,,,,,,,,,,,,168.42721897989978,None,168.43303129984997,None,None,,168.43303129984997,169.94252539984882,170.46248149988241,None,-0.0,0.6392831997945905,170.46248149988241,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
3,go,piano_min40db.wav,,,,,3,2,26,2,,,,,,,,,,,,,,,,,,,171.11035857999232,None,171.11589659983292,None,space,1.0289451000280678,171.11589659983292,None,172.21125269983895,None,2.0,1.4144129001069814,172.21125269983895,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
4,go,piano_min50db.wav,,,,,3,3,27,3,,,,,,,,,,,,,,,,,,,173.6270317800576,None,173.6331130999606,None,space,0.9115019000601023,173.6331130999606,None,174.59925269987434,None,2.0,1.6037898000795394,174.59925269987434,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
2,go,piano_min30db.wav,,,,,3,4,28,1,,,,,,,,,,,,,,,,,,,176.21003797997255,None,176.21586270001717,None,space,0.9049660000018775,176.21586270001717,None,177.16361269983463,None,4.0,1.3019727999344468,177.16361269983463,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
1,go,piano_min20db.wav,,,,,3,5,29,0,,,,,,,,,,,,,,,,,,,178.4770071799634,None,178.4820123000536,None,space,0.9269962999969721,178.4820123000536,None,179.45286429999396,None,4.0,0.8330794000066817,179.45286429999396,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
8,nogo,silent.wav,,,,,3,6,30,7,,,,,,,,,,,,,,,,,,,180.29364418003243,None,180.29964219988324,None,None,,180.29964219988324,181.80895820003934,182.32437209994532,None,0.0,0.8754811000544578,182.32437209994532,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
7,nogo,silent.wav,,,,,3,7,31,6,,,,,,,,,,,,,,,,,,,183.21060748000164,None,183.21647259988822,None,None,,183.21647259988822,184.72559969988652,185.25380189996213,None,0.0,0.7044619999360293,185.25380189996213,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
1,go,piano_min20db.wav,,,,,4,0,32,0,,,,,,,,,,,,,,,,,,,185.9605498800287,None,185.96597280004062,None,space,1.0432025999762118,185.96597280004062,None,187.0513488999568,None,4.0,0.9133040998131037,187.0513488999568,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
3,go,piano_min40db.wav,,,,,4,1,33,2,,,,,,,,,,,,,,,,,,,187.975658179936,None,187.98159039998427,None,space,1.1711359999608248,187.98159039998427,None,189.18887229985557,None,3.0,1.0900661000050604,189.18887229985557,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
7,nogo,silent.wav,,,,,4,2,34,6,,,,,,,,,,,,,,,,,,,190.29377937989776,None,190.30029679997824,None,space,1.060722199967131,190.30029679997824,None,191.42041909997351,None,1.0,1.3680651998147368,191.42041909997351,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
5,nogo,silent.wav,,,,,4,3,35,4,,,,,,,,,,,,,,,,,,,192.7936356798513,None,192.79882529983297,None,None,,192.79882529983297,194.30917529994622,194.8272193998564,None,-0.0,1.3223186999093741,194.8272193998564,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
2,go,piano_min30db.wav,,,,,4,4,36,1,,,,,,,,,,,,,,,,,,,196.1602001799969,None,196.1658960999921,None,space,0.9072859999723732,196.1658960999921,None,197.11341609992087,None,2.0,1.1197786999400705,197.11341609992087,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
8,nogo,silent.wav,,,,,4,5,37,7,,,,,,,,,,,,,,,,,,,198.24349067986478,None,198.24921120004728,None,None,,198.24921120004728,199.7592104000505,200.27699459996074,None,-0.0,3.5229086000472307,200.27699459996074,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
6,nogo,silent.wav,,,,,4,6,38,5,,,,,,,,,,,,,,,,,,,203.82695225994104,None,203.82293080003,None,None,,203.82293080003,205.3256926999893,205.82979379990138,None,0.0,0.7510663999710232,205.82979379990138,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
4,go,piano_min50db.wav,,,,,4,7,39,3,,,,,,,,,,,,,,,,,,,206.59394878007006,None,206.5999839999713,None,space,1.1128162001259625,206.5999839999713,None,207.76469979994,None,1.0,0.9686120999976993,207.76469979994,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
6,nogo,silent.wav,,,,,5,0,40,5,,,,,,,,,,,,,,,,,,,208.75681517992635,210.75909639988095,208.76141539984383,None,None,,208.76141539984383,210.2756637998391,210.8041614999529,None,0.0,0.8180511000100523,210.8041614999529,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
7,nogo,silent.wav,,,,,5,1,41,6,,,,,,,,,,,,,,,,,,,211.6275336800376,None,211.63437970005907,None,None,,211.63437970005907,213.14222709997557,213.65986029990017,None,-0.0,0.6728542000055313,213.65986029990017,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
1,go,piano_min20db.wav,,,,,5,2,42,0,,,,,,,,,,,,,,,,,,,214.34364497985226,None,214.34994970005937,None,space,0.9309635001700372,214.34994970005937,None,215.3320712998975,None,4.0,0.8874387999530882,215.3320712998975,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
8,nogo,silent.wav,,,,,5,3,43,7,,,,,,,,,,,,,,,,,,,216.2274702798808,None,216.23301359987818,None,None,,216.23301359987818,217.74262199993245,218.2639148000162,None,-0.0,0.7571505999658257,218.2639148000162,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
3,go,piano_min40db.wav,,,,,5,4,44,2,,,,,,,,,,,,,,,,,,,219.02798077997286,None,219.03391420003027,None,space,1.1267427999991924,219.03391420003027,None,220.21622199984267,None,2.0,1.219217399833724,220.21622199984267,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
5,nogo,silent.wav,,,,,5,5,45,4,,,,,,,,,,,,,,,,,,,221.44353867995088,None,221.44904919993132,None,None,,221.44904919993132,222.95903959986754,223.4870620998554,None,-0.0,0.6892621999140829,223.4870620998554,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
4,go,piano_min50db.wav,,,,,5,6,46,3,,,,,,,,,,,,,,,,,,,224.17789217990358,None,224.18402160005644,None,space,1.2248918002005666,224.18402160005644,None,225.46140529983677,None,2.0,1.715955700026825,225.46140529983677,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
2,go,piano_min30db.wav,,,,,5,7,47,1,,,,,,,,,,,,,,,,,,,227.17718307997566,None,227.18311439990066,None,space,0.8175878000911325,227.18311439990066,None,228.06412320001982,None,3.0,0.6823160001076758,228.06412320001982,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
6,nogo,silent.wav,,,,,6,0,48,5,,,,,,,,,,,,,,,,,,,228.74365118003917,None,228.75066639995202,None,None,,228.75066639995202,230.25922079989687,230.7752495999448,None,0.0,0.6584159000776708,230.7752495999448,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
1,go,piano_min20db.wav,,,,,6,1,49,0,,,,,,,,,,,,,,,,,,,231.44425668006298,None,231.4502282999456,None,space,1.1106625001411885,231.4502282999456,None,232.6132423998788,None,4.0,1.0025539000052959,232.6132423998788,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
7,nogo,silent.wav,,,,,6,2,50,6,,,,,,,,,,,,,,,,,,,233.6271778798895,None,233.63332029990852,None,None,,233.63332029990852,235.14225589996204,235.66221400001086,None,0.0,1.1049040001817048,235.66221400001086,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
3,go,piano_min40db.wav,,,,,6,3,51,2,,,,,,,,,,,,,,,,,,,236.77532647990157,None,236.7817108000163,None,space,0.7550681999418885,236.7817108000163,None,237.57733320002444,None,2.0,1.0403755998704582,237.57733320002444,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
8,nogo,silent.wav,,,,,6,4,52,7,,,,,,,,,,,,,,,,,,,238.62787577996497,None,238.6335438999813,None,None,,238.6335438999813,240.1421190998517,240.6459307000041,None,-0.0,1.8189383000135422,240.6459307000041,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
4,go,piano_min50db.wav,,,,,6,5,53,3,,,,,,,,,,,,,,,,,,,242.47739888003562,None,242.48345579998568,None,space,0.9740597000345588,242.48345579998568,None,243.51328439987265,None,1.0,1.1185227001551539,243.51328439987265,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
2,go,piano_min30db.wav,,,,,6,6,54,1,,,,,,,,,,,,,,,,,,,244.62808768006508,None,244.63497269991785,None,space,0.8380654000211507,244.63497269991785,None,245.5074432999827,None,2.0,0.8400038999971002,245.5074432999827,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
5,nogo,silent.wav,,,,,6,7,55,4,,,,,,,,,,,,,,,,,,,246.36129457990174,None,246.36798079987057,None,None,,246.36798079987057,247.87551489984617,248.39237000001594,None,0.0,0.6906703000422567,248.39237000001594,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
2,go,piano_min30db.wav,,,,,7,0,56,1,,,,,,,,,,,,,,,,,,,249.1067475799704,None,249.11162579990923,None,space,0.7462603999301791,249.11162579990923,None,249.89739709999412,None,3.0,1.1540340001229197,249.89739709999412,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
4,go,piano_min50db.wav,,,,,7,1,57,3,,,,,,,,,,,,,,,,,,,251.06230138007086,None,251.06786119984463,None,space,0.9328254000283778,251.06786119984463,None,252.04463330004364,None,1.0,0.6593060998711735,252.04463330004364,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
7,nogo,silent.wav,,,,,7,2,58,6,,,,,,,,,,,,,,,,,,,252.7102437799098,None,252.71593179996125,None,None,,252.71593179996125,254.22576159983873,254.74906579987146,None,0.0,0.8204335998743773,254.74906579987146,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
3,go,piano_min40db.wav,,,,,7,3,59,2,,,,,,,,,,,,,,,,,,,255.5774025800405,None,255.5828011999838,None,space,0.7378980999346823,255.5828011999838,None,256.36658059991896,None,2.0,1.3049725000746548,256.36658059991896,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
1,go,piano_min20db.wav,,,,,7,4,60,0,,,,,,,,,,,,,,,,,,,257.6777173799695,None,257.6833673999645,None,space,0.9255303000099957,257.6833673999645,None,258.65173589996994,None,4.0,1.084105100017041,258.65173589996994,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
5,nogo,silent.wav,,,,,7,5,61,4,,,,,,,,,,,,,,,,,,,259.74383967996107,None,259.7504944000393,None,None,,259.7504944000393,261.2589104999788,261.7745115000289,None,-0.0,0.7921525000128895,261.7745115000289,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
8,nogo,silent.wav,,,,,7,6,62,7,,,,,,,,,,,,,,,,,,,262.57735497991087,None,262.5835343999788,None,None,,262.5835343999788,264.09210999985225,264.61770679987967,None,-0.0,0.622792299836874,264.61770679987967,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
6,nogo,silent.wav,,,,,7,7,63,5,,,,,,,,,,,,,,,,,,,265.24399158007,None,265.25005079992115,None,None,,265.25005079992115,266.75929179997183,267.27917669992894,None,-0.0,0.7199790000449866,267.27917669992894,None,,,009,001,2021_Dec_01_1507,psychophysicsHKA,2021.2.3,60.20154273157524,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.01001570001245,None,,,,,,,
