trial,response,stimFile,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,text_3.started,text_3.stopped,sound_p.started,sound_p.stopped,fixation.started,fixation.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,sound_1.started,sound_1.stopped,fix.started,fix.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_4.started,text_4.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_5.started,text_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5,nogo,silent.wav,,,,,2,5,21,4,,,,,,,,,,,,,,,,,,,157.37615417002235,None,157.3829448001925,None,None,,157.3829448001925,158.89068479998969,159.408475600183,None,1.0,2.45949719985947,159.408475600183,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
3,go,piano_min40db.wav,,,,,2,6,22,2,,,,,,,,,,,,,,,,,,,161.87572176998947,None,161.8821547999978,None,None,,161.8821547999978,163.3909653001465,163.90589290019125,None,2.0,1.560434800107032,163.90589290019125,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
4,go,piano_min50db.wav,,,,,2,7,23,3,,,,,,,,,,,,,,,,,,,165.4769496700028,None,165.4833101001568,None,space,1.2479264000430703,165.4833101001568,None,166.77476280019619,None,1.0,0.7083201999776065,166.77476280019619,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
6,nogo,silent.wav,,,,,3,0,24,5,,,,,,,,,,,,,,,,,,,167.49342757009435,None,167.4984422000125,None,None,,167.4984422000125,169.00751300016418,169.52119520003907,None,0.0,0.7780152000486851,169.52119520003907,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
2,go,piano_min30db.wav,,,,,3,1,25,1,,,,,,,,,,,,,,,,,,,170.30961396999191,None,170.31595100020058,None,space,0.9917358998209238,170.31595100020058,None,171.34297080012038,None,4.0,0.9892113001551479,171.34297080012038,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
3,go,piano_min40db.wav,,,,,3,2,26,2,,,,,,,,,,,,,,,,,,,172.34255677007604,None,172.34904910018668,None,space,1.1024122999515384,172.34904910018668,None,173.5011573000811,None,3.0,2.6672853000927716,173.5011573000811,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
5,nogo,silent.wav,,,,,3,3,27,4,,,,,,,,,,,,,,,,,,,176.17717687005643,None,176.18351470003836,None,None,,176.18351470003836,177.69092700001784,178.21018840000033,None,-0.0,0.8262122999876738,178.21018840000033,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
1,go,piano_min20db.wav,,,,,3,4,28,0,,,,,,,,,,,,,,,,,,,179.0425445701694,None,179.0484072000254,None,space,0.8827974998857826,179.0484072000254,None,179.97693310002796,None,4.0,1.0088121998123825,179.97693310002796,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
8,nogo,silent.wav,,,,,3,5,29,7,,,,,,,,,,,,,,,,,,,180.99299057002645,None,180.99937149998732,None,None,,180.99937149998732,182.50744820013642,183.0263588000089,None,0.0,0.9909783001057804,183.0263588000089,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
4,go,piano_min50db.wav,,,,,3,6,30,3,,,,,,,,,,,,,,,,,,,184.02628087007906,None,184.03278990020044,None,space,0.9865554999560118,184.03278990020044,None,185.0649225001689,None,1.0,0.5890420998912305,185.0649225001689,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
7,nogo,silent.wav,,,,,3,7,31,6,,,,,,,,,,,,,,,,,,,185.65938457020093,None,185.6661730001215,None,None,,185.6661730001215,187.17406740016304,187.68934700009413,None,0.0,0.8793687999714166,187.68934700009413,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
4,go,piano_min50db.wav,,,,,4,0,32,3,,,,,,,,,,,,,,,,,,,188.57635197008494,None,188.58177840011194,None,space,1.205498400144279,188.58177840011194,None,189.83131889998913,None,1.0,0.6557856001891196,189.83131889998913,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
6,nogo,silent.wav,,,,,4,1,33,5,,,,,,,,,,,,,,,,,,,190.49254346999805,None,190.49847810016945,None,None,,190.49847810016945,192.0075639002025,192.52435130020604,None,-0.0,0.8611745000816882,192.52435130020604,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
1,go,piano_min20db.wav,,,,,4,2,34,0,,,,,,,,,,,,,,,,,,,193.39359877014067,None,193.40000060014427,None,space,0.8994501000270247,193.40000060014427,None,194.34030660009012,None,4.0,0.5594514000695199,194.34030660009012,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
3,go,piano_min40db.wav,,,,,4,3,35,2,,,,,,,,,,,,,,,,,,,194.9101240701275,None,194.91705220006406,None,None,,194.91705220006406,196.42404200020246,196.94246200006455,None,1.0,1.5888213999569416,196.94246200006455,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
2,go,piano_min30db.wav,,,,,4,4,36,1,,,,,,,,,,,,,,,,,,,198.5412250700174,None,198.5479423000943,None,space,1.0313363999594003,198.5479423000943,None,199.6250106000807,None,3.0,0.8749030998442322,199.6250106000807,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
7,nogo,silent.wav,,,,,4,5,37,6,,,,,,,,,,,,,,,,,,,200.50942547002342,None,200.51580300019123,None,None,,200.51580300019123,202.0242078001611,202.54657840006985,None,0.0,1.0749649999197572,202.54657840006985,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
5,nogo,silent.wav,,,,,4,6,38,4,,,,,,,,,,,,,,,,,,,203.62672317016404,None,203.6331898001954,None,None,,203.6331898001954,205.14083600020967,205.65378410019912,None,0.0,2.0957667999900877,205.65378410019912,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
8,nogo,silent.wav,,,,,4,7,39,7,,,,,,,,,,,,,,,,,,,207.75975197006483,None,207.7665554000996,None,None,,207.7665554000996,209.27395470021293,209.79502389999107,None,0.0,1.3093646001070738,209.79502389999107,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
7,nogo,silent.wav,,,,,5,0,40,6,,,,,,,,,,,,,,,,,,,211.1093994701514,None,211.11583550018258,None,None,,211.11583550018258,212.6244104001671,213.15079620014876,None,0.0,0.9882742001209408,213.15079620014876,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
1,go,piano_min20db.wav,,,,,5,1,41,0,,,,,,,,,,,,,,,,,,,214.1422848700313,None,214.14911680016667,None,space,0.9342319001443684,214.14911680016667,None,215.12852770020254,None,4.0,0.6237673000432551,215.12852770020254,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
2,go,piano_min30db.wav,,,,,5,2,42,1,,,,,,,,,,,,,,,,,,,215.76036457007285,None,215.76674490002915,None,space,1.0925138001330197,215.76674490002915,None,216.89058110001497,None,2.0,1.2088359000626951,216.89058110001497,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
5,nogo,silent.wav,,,,,5,3,43,4,,,,,,,,,,,,,,,,,,,218.10954397020396,None,218.11607360001653,None,None,,218.11607360001653,219.62445440003648,220.14576340001076,None,0.0,1.142134299967438,220.14576340001076,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
4,go,piano_min50db.wav,,,,,5,4,44,3,,,,,,,,,,,,,,,,,,,221.29333487001713,None,221.29848400014453,None,space,1.0489201000891626,221.29848400014453,None,222.3940363000147,None,1.0,0.6750075998716056,222.3940363000147,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
3,go,piano_min40db.wav,,,,,5,5,45,2,,,,,,,,,,,,,,,,,,,223.07636777020525,None,223.08322030003183,None,space,1.1202031001448631,223.08322030003183,None,224.250590500189,None,2.0,0.924321300117299,224.250590500189,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
6,nogo,silent.wav,,,,,5,6,46,5,,,,,,,,,,,,,,,,,,,225.17613927007187,227.1744054001756,225.1817395000253,None,None,,225.1817395000253,226.6907447001431,227.20705280010588,None,0.0,1.3099696999415755,227.20705280010588,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
8,nogo,silent.wav,,,,,5,7,47,7,,,,,,,,,,,,,,,,,,,228.52618927008007,None,228.53234430006705,None,None,,228.53234430006705,230.0410421001725,230.55835920013487,None,0.0,3.424786400049925,230.55835920013487,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
8,nogo,silent.wav,,,,,6,0,48,7,,,,,,,,,,,,,,,,,,,233.99267976998817,None,233.99955160007812,None,None,,233.99955160007812,235.5074224001728,236.02020830009133,None,0.0,1.3124206000939012,236.02020830009133,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
7,nogo,silent.wav,,,,,6,1,49,6,,,,,,,,,,,,,,,,,,,237.34249867021572,None,237.34850349999033,None,None,,237.34850349999033,238.85785660007969,239.3729732001666,None,-0.0,0.7092031000647694,239.3729732001666,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
1,go,piano_min20db.wav,,,,,6,2,50,0,,,,,,,,,,,,,,,,,,,240.09267167013604,None,240.09918160014786,None,space,1.0801814999431372,240.09918160014786,None,241.22586690005846,None,3.0,0.9405785000417382,241.22586690005846,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
3,go,piano_min40db.wav,,,,,6,3,51,2,,,,,,,,,,,,,,,,,,,242.17724067007657,None,242.18356500007212,None,space,1.283876100089401,242.18356500007212,None,243.51597010018304,None,1.0,0.6539090999867767,243.51597010018304,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
5,nogo,silent.wav,,,,,6,4,52,4,,,,,,,,,,,,,,,,,,,244.17680577014107,None,244.18290720018558,None,None,,244.18290720018558,245.69072900013998,246.20598269999027,None,0.0,0.9921774999238551,246.20598269999027,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
6,nogo,silent.wav,,,,,6,5,53,5,,,,,,,,,,,,,,,,,,,247.2092859701952,None,247.21587680000812,None,None,,247.21587680000812,248.7239611002151,249.23793750000186,None,0.0,0.9776345998980105,249.23793750000186,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
2,go,piano_min30db.wav,,,,,6,6,54,1,,,,,,,,,,,,,,,,,,,250.22613077017013,None,250.23244040017016,None,space,0.9949143999256194,250.23244040017016,None,251.27410520007834,None,2.0,0.6591262000147253,251.27410520007834,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
4,go,piano_min50db.wav,,,,,6,7,55,3,,,,,,,,,,,,,,,,,,,251.9441051700851,None,251.94981430005282,None,None,,251.94981430005282,253.4580351000186,253.97438430017792,None,0.0,1.14089829986915,253.97438430017792,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
1,go,piano_min20db.wav,,,,,7,0,56,0,,,,,,,,,,,,,,,,,,,255.126107470016,None,255.1322790000122,None,space,0.8633010000921786,255.1322790000122,None,256.0527538000606,None,4.0,0.5321333999745548,256.0527538000606,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
5,nogo,silent.wav,,,,,7,1,57,4,,,,,,,,,,,,,,,,,,,256.59260437020566,None,256.5988406999968,None,None,,256.5988406999968,258.1074577001855,258.6239317001309,None,-0.0,1.2593018999323249,258.6239317001309,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
4,go,piano_min50db.wav,,,,,7,2,58,3,,,,,,,,,,,,,,,,,,,259.8937160699861,None,259.8988854000345,None,None,,259.8988854000345,261.4079009999987,261.92226970009506,None,-0.0,1.4790773999411613,261.92226970009506,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
7,nogo,silent.wav,,,,,7,3,59,6,,,,,,,,,,,,,,,,,,,263.4264230399858,None,263.4165639001876,None,None,,263.4165639001876,264.9240864000749,265.4452786000911,None,0.0,1.7088603000156581,265.4452786000911,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
6,nogo,silent.wav,,,,,7,4,60,5,,,,,,,,,,,,,,,,,,,267.15992337011266,None,267.1667958002072,None,None,,267.1667958002072,268.6741675999947,269.17867240007035,None,0.0,1.233567399904132,269.17867240007035,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
8,nogo,silent.wav,,,,,7,5,61,7,,,,,,,,,,,,,,,,,,,270.425788570079,None,270.4314673000481,None,None,,270.4314673000481,271.9410690001678,272.4602106001694,None,0.0,0.7581980000250041,272.4602106001694,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
3,go,piano_min40db.wav,,,,,7,6,62,2,,,,,,,,,,,,,,,,,,,273.22667737014126,None,273.23179360013455,None,space,1.0994380998890847,273.23179360013455,None,274.3803259001579,None,1.0,0.6230254999827594,274.3803259001579,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
2,go,piano_min30db.wav,,,,,7,7,63,1,,,,,,,,,,,,,,,,,,,275.0095862700837,None,275.0163515000604,None,space,0.9629007000476122,275.0163515000604,None,276.02680390002206,None,3.0,0.8933638001326472,276.02680390002206,None,,,010,001,2021_Dec_01_1517,psychophysicsHKA,2021.2.3,59.89383212385453,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.9256869000383,None,,,,,,,
