trial,response,stimFile,prac_trials.thisRepN,prac_trials.thisTrialN,prac_trials.thisN,prac_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,text_3.started,text_3.stopped,sound_p.started,sound_p.stopped,fixation.started,fixation.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,sound_1.started,sound_1.stopped,fix.started,fix.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_4.started,text_4.stopped,slider_2.response,slider_2.rt,slider_2.started,slider_2.stopped,text_5.started,text_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,go,piano_min20db.wav,,,,,2,3,19,0,,,,,,,,,,,,,,,,,,,190.55023362005596,None,190.5564846000634,None,space,0.6712307000998408,190.5564846000634,None,191.25630789995193,None,3.0,1.1979032000526786,191.25630789995193,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
7,nogo,silent.wav,,,,,2,4,20,6,,,,,,,,,,,,,,,,,,,192.47986991989893,194.48171700001694,192.4859380000271,None,None,,192.4859380000271,193.99851870001294,194.51510429987684,None,-0.0,0.8606537999585271,194.51510429987684,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
6,nogo,silent.wav,,,,,2,5,21,5,,,,,,,,,,,,,,,,,,,195.3848106200574,None,195.3907147999853,None,None,,195.3907147999853,196.89858020003885,197.4160847000312,None,-0.0,0.805552100064233,197.4160847000312,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
5,nogo,silent.wav,,,,,2,6,22,4,,,,,,,,,,,,,,,,,,,198.23320251989645,None,198.24001449998468,None,None,,198.24001449998468,199.74857140006498,200.26530690002255,None,-0.0,0.6951174999121577,200.26530690002255,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
4,go,piano_min50db.wav,,,,,2,7,23,3,,,,,,,,,,,,,,,,,,,200.96730122000446,None,200.97355100000277,None,None,,200.97355100000277,202.48192130005918,203.00021309987642,None,0.0,0.6075649000704288,203.00021309987642,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
6,nogo,silent.wav,,,,,3,0,24,5,,,,,,,,,,,,,,,,,,,203.61714841991198,None,203.62304569990374,None,None,,203.62304569990374,205.1321751999203,205.63736309995875,None,-0.0,0.7838075999170542,205.63736309995875,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
8,nogo,silent.wav,,,,,3,1,25,7,,,,,,,,,,,,,,,,,,,206.43366361998488,None,206.4392045000568,None,None,,206.4392045000568,207.94850729987957,208.46505760005675,None,0.0,0.8738583999220282,208.46505760005675,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
7,nogo,silent.wav,,,,,3,2,26,6,,,,,,,,,,,,,,,,,,,209.35025971995202,None,209.35631699999794,None,None,,209.35631699999794,210.8651222998742,211.3852176000364,None,-0.0,0.890841799788177,211.3852176000364,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
5,nogo,silent.wav,,,,,3,3,27,4,,,,,,,,,,,,,,,,,,,212.2833816200262,None,212.28939120005816,None,None,,212.28939120005816,213.79871689993888,214.3135087999981,None,0.0,1.1915821000002325,214.3135087999981,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
3,go,piano_min40db.wav,,,,,3,4,28,2,,,,,,,,,,,,,,,,,,,215.51706912002993,None,215.52260020002723,None,space,0.8735559000633657,215.52260020002723,None,216.43893339997157,None,1.0,1.1703518000431359,216.43893339997157,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
2,go,piano_min30db.wav,,,,,3,5,29,1,,,,,,,,,,,,,,,,,,,217.6176602200838,None,217.62476620008238,None,space,0.8030231001321226,217.62476620008238,None,218.47422900004312,None,2.0,0.7228826999198645,218.47422900004312,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
1,go,piano_min20db.wav,,,,,3,6,30,0,,,,,,,,,,,,,,,,,,,219.20101961989423,None,219.20765080000274,None,space,0.6922565000131726,219.20765080000274,None,219.94916129997,None,4.0,1.0143148000352085,219.94916129997,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
4,go,piano_min50db.wav,,,,,3,7,31,3,,,,,,,,,,,,,,,,,,,220.967166320025,None,220.97276120004244,None,None,,220.97276120004244,222.48216419992968,222.99873419990763,None,0.0,0.8076468000654131,222.99873419990763,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
7,nogo,silent.wav,,,,,4,0,32,6,,,,,,,,,,,,,,,,,,,223.8175658200169,None,223.8230361000169,None,None,,223.8230361000169,225.33215270005167,225.85229399986565,None,-0.0,0.5734318001195788,225.85229399986565,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
2,go,piano_min30db.wav,,,,,4,1,33,1,,,,,,,,,,,,,,,,,,,226.4336082200287,None,226.43964469991624,None,space,0.7882886999286711,226.43964469991624,None,227.2699497998692,None,2.0,0.780488699907437,227.2699497998692,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
1,go,piano_min20db.wav,,,,,4,2,34,0,,,,,,,,,,,,,,,,,,,228.05962131994312,None,228.06533390004188,None,space,0.6665182998403907,228.06533390004188,None,228.7732774000615,None,4.0,1.019514000043273,228.7732774000615,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
3,go,piano_min40db.wav,,,,,4,3,35,2,,,,,,,,,,,,,,,,,,,229.80080531986897,None,229.80616539996117,None,space,0.7814950000029057,229.80616539996117,None,230.64062749990262,None,1.0,0.9879944999702275,230.64062749990262,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
8,nogo,silent.wav,,,,,4,4,36,7,,,,,,,,,,,,,,,,,,,231.63342032006477,None,231.64058530004695,None,None,,231.64058530004695,233.14846990001388,233.6630126000382,None,-0.0,0.7780744000338018,233.6630126000382,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
5,nogo,silent.wav,,,,,4,5,37,4,,,,,,,,,,,,,,,,,,,234.45017551986967,None,234.45669939997606,None,None,,234.45669939997606,235.96510339993984,236.4867990000639,None,-0.0,0.5925988999661058,236.4867990000639,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
6,nogo,silent.wav,,,,,4,6,38,5,,,,,,,,,,,,,,,,,,,237.08353861987126,None,237.0895048000384,None,None,,237.0895048000384,238.59868300007656,239.11641820007935,None,-0.0,0.6070318999700248,239.11641820007935,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
4,go,piano_min50db.wav,,,,,4,7,39,3,,,,,,,,,,,,,,,,,,,239.7333768199431,None,239.73997080000117,None,None,,239.73997080000117,241.2484782000538,241.76432499988005,None,-0.0,0.6261517000384629,241.76432499988005,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
6,nogo,silent.wav,,,,,5,0,40,5,,,,,,,,,,,,,,,,,,,242.4002762200078,None,242.40685139992274,None,None,,242.40685139992274,243.91546249995008,244.4353358000517,None,-0.0,0.4890082001220435,244.4353358000517,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
3,go,piano_min40db.wav,,,,,5,1,41,2,,,,,,,,,,,,,,,,,,,244.93321322004778,None,244.9387990999967,None,space,0.8490345999598503,244.9387990999967,None,245.84012950002216,None,1.0,0.801747600082308,245.84012950002216,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
7,nogo,silent.wav,,,,,5,2,42,6,,,,,,,,,,,,,,,,,,,246.65041141987314,None,246.65592869999819,None,None,,246.65592869999819,248.1651643998921,248.67314859991893,None,0.0,0.7636991001199931,248.67314859991893,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
2,go,piano_min30db.wav,,,,,5,3,43,1,,,,,,,,,,,,,,,,,,,249.45011172008236,None,249.45648619998246,None,space,0.6992363000754267,249.45648619998246,None,250.2084778000135,None,2.0,0.88321220013313,250.2084778000135,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
1,go,piano_min20db.wav,,,,,5,4,44,0,,,,,,,,,,,,,,,,,,,251.10005361989607,None,251.1065809999127,None,space,0.6651580999605358,251.1065809999127,None,251.81716099986807,None,4.0,1.139685899950564,251.81716099986807,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
4,go,piano_min50db.wav,,,,,5,5,45,3,,,,,,,,,,,,,,,,,,,252.96689881996718,None,252.9726495000068,None,None,,252.9726495000068,254.48151519987732,255.00186369987205,None,-0.0,1.0720712998881936,255.00186369987205,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
5,nogo,silent.wav,,,,,5,6,46,4,,,,,,,,,,,,,,,,,,,256.0837525199866,None,256.08998669986613,None,None,,256.08998669986613,257.59837440005504,258.1146130000707,None,0.0,0.5264296000823379,258.1146130000707,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
8,nogo,silent.wav,,,,,5,7,47,7,,,,,,,,,,,,,,,,,,,258.6499318199465,260.64892089995556,258.655985099962,None,None,,258.655985099962,260.16530840005726,260.6858095000498,None,-0.0,0.8051451998762786,260.6858095000498,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
3,go,piano_min40db.wav,,,,,6,0,48,2,,,,,,,,,,,,,,,,,,,261.50144321990666,None,261.5078799999319,None,space,0.9198713998775929,261.5078799999319,None,262.4689839000348,None,1.0,0.872755300020799,262.4689839000348,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
1,go,piano_min20db.wav,,,,,6,1,49,0,,,,,,,,,,,,,,,,,,,263.35029921990355,None,263.35579820000567,None,space,0.6722725001163781,263.35579820000567,None,264.0702959999908,None,4.0,0.9713665000163019,264.0702959999908,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
6,nogo,silent.wav,,,,,6,2,50,5,,,,,,,,,,,,,,,,,,,265.04998371989933,None,265.0569082000293,None,None,,265.0569082000293,266.5652479000855,267.0722213999834,None,0.0,1.0149415000341833,267.0722213999834,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
7,nogo,silent.wav,,,,,6,3,51,6,,,,,,,,,,,,,,,,,,,268.0999367200537,None,268.1053977999836,None,None,,268.1053977999836,269.6152333000209,270.13381589995697,None,0.0,0.6281556999310851,270.13381589995697,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
5,nogo,silent.wav,,,,,6,4,52,4,,,,,,,,,,,,,,,,,,,270.76695882000496,None,270.77300789998844,None,None,,270.77300789998844,272.2817921000533,272.7983776999172,None,0.0,0.7436132000293583,272.7983776999172,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
8,nogo,silent.wav,,,,,6,5,53,7,,,,,,,,,,,,,,,,,,,273.55008122005967,None,273.5560260999482,None,None,,273.5560260999482,275.06532769999467,275.591767600039,None,0.0,0.5843464001081884,275.591767600039,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
2,go,piano_min30db.wav,,,,,6,6,54,1,,,,,,,,,,,,,,,,,,,276.1838403200498,None,276.1896742999088,None,space,0.8299830998294055,276.1896742999088,None,277.06993019999936,None,2.0,1.054147900082171,277.06993019999936,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
4,go,piano_min50db.wav,,,,,6,7,55,3,,,,,,,,,,,,,,,,,,,278.1332564198645,None,278.1399401000235,None,space,0.8316931999288499,278.1399401000235,None,279.01322910003364,None,1.0,0.6933338998351246,279.01322910003364,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
3,go,piano_min40db.wav,,,,,7,0,56,2,,,,,,,,,,,,,,,,,,,279.7169461199781,None,279.7222104999237,None,space,0.7374766001012176,279.7222104999237,None,280.5060902000405,None,1.0,0.7376711999531835,280.5060902000405,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
4,go,piano_min50db.wav,,,,,7,1,57,3,,,,,,,,,,,,,,,,,,,281.2509014199721,None,281.25622510001995,None,space,0.8196248000022024,281.25622510001995,None,282.11508630006574,None,1.0,0.5078604000154883,282.11508630006574,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
6,nogo,silent.wav,,,,,7,2,58,5,,,,,,,,,,,,,,,,,,,282.6332034199266,None,282.6398543000687,None,None,,282.6398543000687,284.14849739987403,284.6654582999181,None,-0.0,0.8755886000581086,284.6654582999181,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
7,nogo,silent.wav,,,,,7,3,59,6,,,,,,,,,,,,,,,,,,,285.5709381400608,None,285.5619453000836,None,None,,285.5619453000836,287.06511149997823,287.5880912998691,None,0.0,0.7996151000261307,287.5880912998691,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
8,nogo,silent.wav,,,,,7,4,60,7,,,,,,,,,,,,,,,,,,,288.38981681999286,None,288.3950258998666,None,None,,288.3950258998666,289.89875330007635,290.41355139994994,None,0.0,0.6428682000841945,290.41355139994994,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
2,go,piano_min30db.wav,,,,,7,5,61,1,,,,,,,,,,,,,,,,,,,291.066916619963,None,291.0726759999525,None,space,0.7470060999039561,291.0726759999525,None,291.86645910004154,None,2.0,0.6885985999833792,291.86645910004154,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
1,go,piano_min20db.wav,,,,,7,6,62,0,,,,,,,,,,,,,,,,,,,292.5671862199204,None,292.5731752999127,None,space,0.7346042999997735,292.5731752999127,None,293.35853269998915,None,3.0,0.671590100042522,293.35853269998915,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
5,nogo,silent.wav,,,,,7,7,63,4,,,,,,,,,,,,,,,,,,,294.0334823199781,None,294.03892909991555,None,None,,294.03892909991555,295.54872890003026,296.0645321998745,None,0.0,0.5270434999838471,296.0645321998745,None,,,002,001,2021_Dec_01_1411,psychophysicsHKA,2021.2.3,60.00870123013102,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.59953369991854,None,,,,,,,
